Nom méthode;Famille méthode de contrôle biologique;Sous-famille méthode de contrôle biologique;Type de traitement;Partie traitée;Mode d'action;Groupe ciblé;Cible principale;"Autres caractéristiques (précision; nom commercial; caractéristiques d'emploi…)";Stade d'application;RDD ou OAD;Nombre d'application;Dose application;Niveau de satisfaction de l'utilisation de la méthode;Filière;Cultures;Pleine terre ou abri;Période expérimentation;Nom du projet;Site expérimental;Code postal site;Nom du système;Lien fiche SYSTEME
Bacillus thuringiensis;Micro-organismes;Préparation bactérienne;Insecticides;Aérienne;Ingestion;Lépidoptères;Chenilles;surveillance exigente car ne marche que sur les jeunes chenilles;Bon;Horticulture;Chrysanthème;Hors sol sous abri plastique;2013-2017;HORTIPOT;Stepp Bretagne;22360;Chrysanthème Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_HORTIPOT_Stepp_Chrysantheme.pdf;;;;
Hymémoptères parasitoïdes;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;En préventif;Bon;Horticulture;Chrysanthème;Hors sol sous abri plastique;2013-2017;HORTIPOT;Stepp Bretagne;22360;Chrysanthème Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_HORTIPOT_Stepp_Chrysantheme.pdf;;;;
Potentilles;Plantes de service;Plantes attractives;Insecticides;Aérienne;Plantes attractives;Pucerons;Pucerons;Potentilles (attirent auxiliaires);Insatisfaisant;Horticulture;Chrysanthème;Hors sol sous abri plastique;2013-2017;HORTIPOT;Stepp Bretagne;22360;Chrysanthème Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_HORTIPOT_Stepp_Chrysantheme.pdf;;;;
Tagètes;Plantes de service;Plantes pièges;Insecticides;Aérienne;Biofumigation;Thrips;Thrips;attirent les thrips et sont détruites et renouvelées toutes les 2 à 3 semaines;Bon;Horticulture;Chrysanthème;Hors sol sous abri plastique;2013-2017;HORTIPOT;Stepp Bretagne;22360;Chrysanthème Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_HORTIPOT_Stepp_Chrysantheme.pdf;;;;
Colza précoce en mélange;Plantes de service;Plantes pièges;Insecticides;Aérienne;Evitement;Coloéptères;Méligèthes;5 à 10 % de variétés pécoces en mélange;Bon;Grandes cultures;Colza;Plein champ;2013-2024;INNOViPEST;CA 58;58310;SdCi Bouhy;https://ecophytopic.fr/sites/default/files/2020-11/Fiche%20SYSTEME_Innovipest_Bouhy.pdf;;;;
Moutarde en interculture courte;Plantes de service;Plantes de biofumigation;Fongicides;Sol;Fumigation;Ascomycètes;Piétin échaudage;"avant les céréales; contre le piétin échaudage";Bon;Grandes cultures;Blé;Plein champ;2013-2018;INNOViPEST;CA 17;17400;SdCi Loiré sur Nie;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_InnoviPest_SdCi%20Loir%C3%A9_CA17.pdf;;;;
Légumineuses associées au colza;Plantes de service;Plantes associées;Insecticides;Aérienne;Effet évitement;Coloéptères;Altises;"Lentilles : couvrante; févéroles hautes";Bon;Grandes cultures;Colza;Plein champ;2013-2022;INNOViPEST;CA 17;17400;SdCi Loiré sur Nie;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_InnoviPest_SdCi%20Loir%C3%A9_CA17.pdf;;;;
Colza précoce en mélange;Plantes de service;Plantes pièges;Insecticides;Aérienne;Evitement;Coloéptères;Méligèthes;5 à 10 % de variétés pécoces en mélange (ES Alicia);Bon;Grandes cultures;Colza;Plein champ;2013-2023;INNOViPEST;CA 53;53200;SdCi St Fort;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_Innovipest_CA%2053_SdCi.pdf;;;;
Coniothyrium minitans;Micro-organismes;Préparation fongique;Fongicides;Sol;Parasites des sclérotes;Ascomycètes;Sclérotinia;Mitigé;Grandes cultures;Colza;Plein champ;2013-2023;INNOViPEST;CA 53;53200;SdCi St Fort;https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_Innovipest_CA%2053_SdCi.pdf;Non spécifié;;;;
Amblydromalus limonicus;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Hémiptères;Aleurodes;"Amblydromalus limonicus avec nourrissage pollen  Pollen : NUTRIMITE 0;5 kg/ha";9 lachers de 125 ind/m;Bon;Horticulture;Gerbera;Hors sol serre verre (chauffées);2016-2018;Otelho;Station SCRADH;83400;Gerbera fleurs coupées;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_SCRADH_Gerbera.pdf;;;
Amblydromalus limonicus;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;"Amblydromalus limonicus avec nourrissage pollen  Pollen : NUTRIMITE 0;5 kg/ha";8 lachers de 125 ind/m;Bon;Horticulture;Gerbera;Hors sol serre verre (chauffées);2016-2018;Otelho;Station SCRADH;83400;Gerbera fleurs coupées;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_SCRADH_Gerbera.pdf;;;
Chrysoperla carnea;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Hémiptères;Cochenilles;lachers ponctuels;Bon;Horticulture;Gerbera;Hors sol serre verre (chauffées);2016-2018;Otelho;Station SCRADH;83400;Gerbera fleurs coupées;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_SCRADH_Gerbera.pdf;;;;
Chrysoperla carnea;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;lachers ponctuels;Bon;Horticulture;Gerbera;Hors sol serre verre (chauffées);2016-2018;Otelho;Station SCRADH;83400;Gerbera fleurs coupées;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_SCRADH_Gerbera.pdf;;;;
Encarsia formosa;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;"Encarsia avec pollen  Pollen : NUTRIMITE 0;5 kg/ha";Naturellement présent mais renforcé par le pollen;Aucun avis émis;Horticulture;Gerbera;Hors sol serre verre (chauffées);2016-2018;Otelho;Station SCRADH;83400;Gerbera fleurs coupées;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_SCRADH_Gerbera.pdf;;;
Eretmocerus mundus;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Aleurodes;"Eretmocerus mundus (+ pollen)  Pollen : NUTRIMITE 0;5 kg/ha";"Naturellement présent mais renforcé par le pollen; lachers ponctuels";Aucun avis émis;Horticulture;Gerbera;Hors sol serre verre (chauffées);2016-2018;Otelho;Station SCRADH;83400;Gerbera fleurs coupées;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_SCRADH_Gerbera.pdf;;;
Hydrogénocarbonate de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Armicar;"associé à des engrais foliaires; traitement tous les 15 jours à l'apparition sur les jeunes feuilles";Bon;Horticulture;Gerbera;Hors sol serre verre (chauffées);2016-2018;Otelho;Station SCRADH;83400;Gerbera fleurs coupées;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_SCRADH_Gerbera.pdf;;;
Macrolophus pygmaeus;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;"Macrolophus  Pollen : NUTRIMITE 0;5 kg/ha";Naturellement présent mais renforcé par le pollen;Aucun avis émis;Horticulture;Gerbera;Hors sol serre verre (chauffées);2016-2018;Otelho;Station SCRADH;83400;Gerbera fleurs coupées;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_SCRADH_Gerbera.pdf;;;
Neoseiulus cucumeris;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Lépidoptères;Acariens;Ponctuels sur foyers;Bon;Horticulture;Gerbera;Hors sol serre verre (chauffées);2016-2018;Otelho;Station SCRADH;83400;Gerbera fleurs coupées;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_SCRADH_Gerbera.pdf;;;;
Neoseiulus cucumeris;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;Ponctuels sur foyers;Bon;Horticulture;Gerbera;Hors sol serre verre (chauffées);2016-2018;Otelho;Station SCRADH;83400;Gerbera fleurs coupées;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_SCRADH_Gerbera.pdf;;;;
Phytoseiulus persimilis;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;Lachers répétés;Bon;Horticulture;Gerbera;Hors sol serre verre (chauffées);2016-2018;Otelho;Station SCRADH;83400;Gerbera fleurs coupées;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_SCRADH_Gerbera.pdf;;;;
Trichogrammes;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Lépidoptères;Noctuelles;Tous les 15 jours de juillet à octobre;Bon;Horticulture;Gerbera;Hors sol serre verre (chauffées);2016-2018;Otelho;Station SCRADH;83400;Gerbera fleurs coupées;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_SCRADH_Gerbera.pdf;;;;
Amblyseius swirskii;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Hémiptères;Aleurodes;"Amblyseius swirskii (avec pollen)  Pollen : NUTRIMITE 0;5 kg/ha";4 lachers ou 2 lachers avec 4 apports de pollens;Bon;Horticulture;Gerbera en pots;Hors sol serre verre (chauffées);2013-2015;Otelho;Station GIE Fleurs et Plantes du Sud-Ouest;33882;Pelargonium plante en pot;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_GIE_FPSO_Gerbera.pdf;;;
Amblyseius swirskii;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;"Amblyseius swirskii (avec pollen)  Pollen : NUTRIMITE 0;5 kg/ha";4 lachers ou 2 lachers avec 4 apports de pollens;Bon;Horticulture;Gerbera en pots;Hors sol serre verre (chauffées);2013-2015;Otelho;Station GIE Fleurs et Plantes du Sud-Ouest;33882;Pelargonium plante en pot;https://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_OTELHO_GIE_FPSO_Gerbera.pdf;;;
